,area_fips,area_title_2020,agglvl_title_2020,annual_avg_estabs_count_2020,annual_avg_emplvl_2020,total_annual_wages_2020,taxable_annual_wages_2020,annual_contributions_2020,annual_avg_wkly_wage_2020,avg_annual_pay_2020,oty_annual_avg_estabs_count_chg_2020,oty_annual_avg_estabs_count_pct_chg_2020,oty_annual_avg_emplvl_chg_2020,oty_annual_avg_emplvl_pct_chg_2020,oty_total_annual_wages_chg_2020,oty_total_annual_wages_pct_chg_2020,oty_taxable_annual_wages_chg_2020,oty_taxable_annual_wages_pct_chg_2020,oty_annual_contributions_chg_2020,oty_annual_contributions_pct_chg_2020,oty_annual_avg_wkly_wage_chg_2020,oty_annual_avg_wkly_wage_pct_chg_2020,oty_avg_annual_pay_chg_2020,oty_avg_annual_pay_pct_chg_2020,area_title_2021,agglvl_title_2021,annual_avg_estabs_count_2021,annual_avg_emplvl_2021,total_annual_wages_2021,taxable_annual_wages_2021,annual_contributions_2021,annual_avg_wkly_wage_2021,avg_annual_pay_2021,oty_annual_avg_estabs_count_chg_2021,oty_annual_avg_estabs_count_pct_chg_2021,oty_annual_avg_emplvl_chg_2021,oty_annual_avg_emplvl_pct_chg_2021,oty_total_annual_wages_chg_2021,oty_total_annual_wages_pct_chg_2021,oty_taxable_annual_wages_chg_2021,oty_taxable_annual_wages_pct_chg_2021,oty_annual_contributions_chg_2021,oty_annual_contributions_pct_chg_2021,oty_annual_avg_wkly_wage_chg_2021,oty_annual_avg_wkly_wage_pct_chg_2021,oty_avg_annual_pay_chg_2021,oty_avg_annual_pay_pct_chg_2021,area_title_2022,agglvl_title_2022,annual_avg_estabs_count_2022,annual_avg_emplvl_2022,total_annual_wages_2022,taxable_annual_wages_2022,annual_contributions_2022,annual_avg_wkly_wage_2022,avg_annual_pay_2022,oty_annual_avg_estabs_count_chg_2022,oty_annual_avg_estabs_count_pct_chg_2022,oty_annual_avg_emplvl_chg_2022,oty_annual_avg_emplvl_pct_chg_2022,oty_total_annual_wages_chg_2022,oty_total_annual_wages_pct_chg_2022,oty_taxable_annual_wages_chg_2022,oty_taxable_annual_wages_pct_chg_2022,oty_annual_contributions_chg_2022,oty_annual_contributions_pct_chg_2022,oty_annual_avg_wkly_wage_chg_2022,oty_annual_avg_wkly_wage_pct_chg_2022,oty_avg_annual_pay_chg_2022,oty_avg_annual_pay_pct_chg_2022
439,13063,"Clayton County, Georgia","County, Total Covered",4337,111316,7006271840,1140581891,10725072,1210,62941,244,6.0,-12180,-9.9,-345778333,-4.7,-68996938,-5.7,-2191489,-17.0,65,5.7,3408,5.7,"Clayton County, Georgia","County, Total Covered",4756,113235,7094087144,1173385079,10825145,1205,62649,419,9.7,1919,1.7,87815304,1.3,32803188,2.9,100073,0.9,-5,-0.4,-292,-0.5,"Clayton County, Georgia","County, Total Covered",5217,120557,7826780454,1311543447,11278156,1249,64922,461,9.7,7322,6.5,732693310,10.3,138158368,11.8,453011,4.2,44,3.7,2273,3.6
440,13065,"Clinch County, Georgia","County, Total Covered",178,2344,91371546,21566341,249056,750,38985,10,6.0,80,3.5,8983082,10.9,62049,0.3,-10674,-4.1,50,7.1,2588,7.1,"Clinch County, Georgia","County, Total Covered",187,2379,97745671,22219349,265013,790,41085,9,5.1,35,1.5,6374125,7.0,653008,3.0,15957,6.4,40,5.3,2100,5.4,"Clinch County, Georgia","County, Total Covered",187,2437,105189894,22185125,254711,830,43170,0,0.0,58,2.4,7444223,7.6,-34224,-0.2,-10302,-3.9,40,5.1,2085,5.1
441,13067,"Cobb County, Georgia","County, Total Covered",23789,353799,23108056429,3825497566,45778388,1256,65314,1659,7.5,-20190,-5.4,346287332,1.5,-104953041,-2.7,-6876114,-13.1,86,7.4,4452,7.3,"Cobb County, Georgia","County, Total Covered",25466,365029,25376615704,4145985765,52589514,1337,69519,1677,7.0,11230,3.2,2268559275,9.8,320488199,8.4,6811126,14.9,81,6.4,4205,6.4,"Cobb County, Georgia","County, Total Covered",27728,379305,27265671680,4249875281,50531095,1382,71883,2262,8.9,14276,3.9,1889055976,7.4,103889516,2.5,-2058419,-3.9,45,3.4,2364,3.4
442,13069,"Coffee County, Georgia","County, Total Covered",935,17141,649470209,175268942,1924575,729,37889,23,2.5,-826,-4.6,3196354,0.5,8229233,4.9,-139376,-6.8,37,5.3,1919,5.3,"Coffee County, Georgia","County, Total Covered",962,17102,695250580,181770447,1823485,782,40654,27,2.9,-39,-0.2,45780371,7.0,6501505,3.7,-101090,-5.3,53,7.3,2765,7.3,"Coffee County, Georgia","County, Total Covered",1001,17550,768419438,174117366,1729202,842,43786,39,4.1,448,2.6,73168858,10.5,-7653081,-4.2,-94283,-5.2,60,7.7,3132,7.7
443,13071,"Colquitt County, Georgia","County, Total Covered",1025,14729,570260450,131281294,1314172,745,38718,38,3.9,-146,-1.0,39568706,7.5,1258796,1.0,-187170,-12.5,59,8.6,3041,8.5,"Colquitt County, Georgia","County, Total Covered",1056,14924,610679662,135600220,1533996,787,40919,31,3.0,195,1.3,40419212,7.1,4318926,3.3,219824,16.7,42,5.6,2201,5.7,"Colquitt County, Georgia","County, Total Covered",1124,15132,661252971,134530358,1520405,840,43699,68,6.4,208,1.4,50573309,8.3,-1069862,-0.8,-13591,-0.9,53,6.7,2780,6.8
444,13073,"Columbia County, Georgia","County, Total Covered",2846,36064,1518194076,342341869,4033895,810,42098,206,7.8,-368,-1.0,72681029,5.0,13176094,4.0,-58477,-1.4,47,6.2,2421,6.1,"Columbia County, Georgia","County, Total Covered",3045,37635,1670747106,369204694,4464661,854,44393,199,7.0,1571,4.4,152553030,10.0,26862825,7.8,430766,10.7,44,5.4,2295,5.5,"Columbia County, Georgia","County, Total Covered",3325,38088,1770371772,372207323,4175348,894,46481,280,9.2,453,1.2,99624666,6.0,3002629,0.8,-289313,-6.5,40,4.7,2088,4.7
445,13075,"Cook County, Georgia","County, Total Covered",369,4340,153521702,35824878,435119,680,35374,16,4.5,-133,-3.0,6595803,4.5,-2524840,-6.6,-85228,-16.4,48,7.6,2529,7.7,"Cook County, Georgia","County, Total Covered",376,4336,167013972,37989004,448418,741,38518,7,1.9,-4,-0.1,13492270,8.8,2164126,6.0,13299,3.1,61,9.0,3144,8.9,"Cook County, Georgia","County, Total Covered",392,4493,185698114,38075736,410188,795,41333,16,4.3,157,3.6,18684142,11.2,86732,0.2,-38230,-8.5,54,7.3,2815,7.3
446,13077,"Coweta County, Georgia","County, Total Covered",2860,39181,1763631875,379579694,4956564,866,45013,165,6.1,-1363,-3.4,32213491,1.9,-186202,0.0,-321691,-6.1,45,5.5,2308,5.4,"Coweta County, Georgia","County, Total Covered",3146,42297,2003923756,438692924,6462031,911,47378,286,10.0,3116,8.0,240291881,13.6,59113230,15.6,1505467,30.4,45,5.2,2365,5.3,"Coweta County, Georgia","County, Total Covered",3505,45956,2271959468,464345657,6743231,951,49437,359,11.4,3659,8.7,268035712,13.4,25652733,5.8,281200,4.4,40,4.4,2059,4.3
447,13079,"Crawford County, Georgia","County, Total Covered",142,1272,42924705,9617314,128766,649,33739,9,6.8,-25,-1.9,140737,0.3,1112744,13.1,1858,1.5,15,2.4,746,2.3,"Crawford County, Georgia","County, Total Covered",148,1254,43226584,8980084,107462,663,34460,6,4.2,-18,-1.4,301879,0.7,-637230,-6.6,-21304,-16.5,14,2.2,721,2.1,"Crawford County, Georgia","County, Total Covered",156,1247,45467924,9258736,117537,701,36469,8,5.4,-7,-0.6,2241340,5.2,278652,3.1,10075,9.4,38,5.7,2009,5.8
448,13081,"Crisp County, Georgia","County, Total Covered",573,7969,307482186,67129360,832295,742,38584,14,2.5,-422,-5.0,-6045003,-1.9,-934671,-1.4,-150898,-15.3,23,3.2,1221,3.3,"Crisp County, Georgia","County, Total Covered",583,8256,340461530,72579737,1076246,793,41236,10,1.7,287,3.6,32979344,10.7,5450377,8.1,243951,29.3,51,6.9,2652,6.9,"Crisp County, Georgia","County, Total Covered",624,8593,385155605,75810528,970242,862,44822,41,7.0,337,4.1,44694075,13.1,3230791,4.5,-106004,-9.8,69,8.7,3586,8.7
449,13083,"Dade County, Georgia","County, Total Covered",256,3732,141454362,35253352,424739,729,37908,8,3.2,-130,-3.4,3880727,2.8,-1457225,-4.0,-153191,-26.5,44,6.4,2282,6.4,"Dade County, Georgia","County, Total Covered",272,3908,154935811,36394948,466646,762,39649,16,6.2,176,4.7,13481449,9.5,1141596,3.2,41907,9.9,33,4.5,1741,4.6,"Dade County, Georgia","County, Total Covered",297,3867,160291512,37001106,389368,797,41455,25,9.2,-41,-1.0,5355701,3.5,606158,1.7,-77278,-16.6,35,4.6,1806,4.6
450,13085,"Dawson County, Georgia","County, Total Covered",783,8639,311230865,81241596,760198,693,36025,59,8.1,-821,-8.7,2101008,0.7,-5823361,-6.7,-78384,-9.3,65,10.4,3349,10.2,"Dawson County, Georgia","County, Total Covered",847,9361,356338388,94991711,918971,732,38068,64,8.2,722,8.4,45107523,14.5,13750115,16.9,158773,20.9,39,5.6,2043,5.7,"Dawson County, Georgia","County, Total Covered",927,9995,394718157,98301352,957434,759,39490,80,9.4,634,6.8,38379769,10.8,3309641,3.5,38463,4.2,27,3.7,1422,3.7
451,13087,"Decatur County, Georgia","County, Total Covered",684,8309,312286824,69849439,620204,723,37586,42,6.5,-493,-5.6,3368744,1.1,886911,1.3,-93633,-13.1,48,7.1,2488,7.1,"Decatur County, Georgia","County, Total Covered",710,8207,342196919,71987920,744767,802,41696,26,3.8,-102,-1.2,29910095,9.6,2138481,3.1,124563,20.1,79,10.9,4110,10.9,"Decatur County, Georgia","County, Total Covered",751,8714,371136528,75868328,825163,819,42590,41,5.8,507,6.2,28939609,8.5,3880408,5.4,80396,10.8,17,2.1,894,2.1
452,13089,"DeKalb County, Georgia","County, Total Covered",19206,286820,18183350445,2699165257,29819417,1219,63396,1231,6.8,-16507,-5.4,256224533,1.4,-115304740,-4.1,-4004316,-11.8,82,7.2,4294,7.3,"DeKalb County, Georgia","County, Total Covered",20868,293810,19624650452,2889136837,32026426,1284,66794,1662,8.7,6990,2.4,1441300007,7.9,189971580,7.0,2207009,7.4,65,5.3,3398,5.4,"DeKalb County, Georgia","County, Total Covered",22754,303097,21346348929,2963551559,29814810,1354,70427,1886,9.0,9287,3.2,1721698477,8.8,74414722,2.6,-2211616,-6.9,70,5.5,3633,5.4
453,13091,"Dodge County, Georgia","County, Total Covered",335,4752,161185249,36148993,363128,652,33921,6,1.8,-276,-5.5,-6512135,-3.9,-786375,-2.1,-58107,-13.8,11,1.7,570,1.7,"Dodge County, Georgia","County, Total Covered",341,4775,167390302,38595217,396395,674,35059,6,1.8,23,0.5,6205053,3.8,2446224,6.8,33267,9.2,22,3.4,1138,3.4,"Dodge County, Georgia","County, Total Covered",351,4761,179409408,37313952,421740,725,37684,10,2.9,-14,-0.3,12019106,7.2,-1281265,-3.3,25345,6.4,51,7.6,2625,7.5
454,13093,"Dooly County, Georgia","County, Total Covered",196,3315,127344806,30714611,566052,739,38414,8,4.3,-406,-10.9,-4651227,-3.5,-3876916,-11.2,41270,7.9,57,8.4,2941,8.3,"Dooly County, Georgia","County, Total Covered",212,3242,131239952,31718997,510803,779,40484,16,8.2,-73,-2.2,3895146,3.1,1004386,3.3,-55249,-9.8,40,5.4,2070,5.4,"Dooly County, Georgia","County, Total Covered",230,3248,144795561,32705668,475021,857,44580,18,8.5,6,0.2,13555609,10.3,986671,3.1,-35782,-7.0,78,10.0,4096,10.1
455,13095,"Dougherty County, Georgia","County, Total Covered",2355,45780,2099878236,382781297,4355600,882,45869,65,2.8,-2202,-4.6,34874562,1.7,3674114,1.0,-559799,-11.4,54,6.5,2832,6.6,"Dougherty County, Georgia","County, Total Covered",2453,45899,2251208573,402367820,4321095,943,49047,98,4.2,119,0.3,151330337,7.2,19586523,5.1,-34505,-0.8,61,6.9,3178,6.9,"Dougherty County, Georgia","County, Total Covered",2570,46131,2378859909,413122701,4128497,992,51567,117,4.8,232,0.5,127651336,5.7,10754881,2.7,-192598,-4.5,49,5.2,2520,5.1
456,13097,"Douglas County, Georgia","County, Total Covered",2877,42090,1881151684,417352300,4643193,859,44694,178,6.6,-3625,-7.9,22335568,1.2,-27736667,-6.2,-843755,-15.4,77,9.8,4033,9.9,"Douglas County, Georgia","County, Total Covered",3128,43867,2097903141,456140334,5164149,920,47824,251,8.7,1777,4.2,216751457,11.5,38788034,9.3,520956,11.2,61,7.1,3130,7.0,"Douglas County, Georgia","County, Total Covered",3396,48009,2502237459,504232191,6385564,1002,52120,268,8.6,4142,9.4,404334318,19.3,48091857,10.5,1221415,23.7,82,8.9,4296,9.0
457,13099,"Early County, Georgia","County, Total Covered",270,4111,197420382,32902111,428926,924,48022,4,1.5,-92,-2.2,-610696,-0.3,324923,1.0,-25702,-5.7,18,2.0,906,1.9,"Early County, Georgia","County, Total Covered",280,3991,196210113,33758203,433878,945,49160,10,3.7,-120,-2.9,-1210269,-0.6,856092,2.6,4952,1.2,21,2.3,1138,2.4,"Early County, Georgia","County, Total Covered",287,4053,215546061,35649902,436796,1023,53183,7,2.5,62,1.6,19335948,9.9,1891699,5.6,2918,0.7,78,8.3,4023,8.2
458,13101,"Echols County, Georgia","County, Total Covered",52,553,23017257,5358088,67326,801,41629,1,2.0,-95,-14.7,-2907052,-11.2,-1671827,-23.8,41630,162.0,31,4.0,1607,4.0,"Echols County, Georgia","County, Total Covered",54,646,27302747,5920310,109886,813,42275,2,3.8,93,16.8,4285490,18.6,562222,10.5,42560,63.2,12,1.5,646,1.6,"Echols County, Georgia","County, Total Covered",54,608,25615775,6286523,50966,811,42166,0,0.0,-38,-5.9,-1686972,-6.2,366213,6.2,-58920,-53.6,-2,-0.2,-109,-0.3
459,13103,"Effingham County, Georgia","County, Total Covered",852,10536,470311478,93054303,997691,858,44637,36,4.4,-281,-2.6,6724792,1.5,-1771412,-1.9,-253062,-20.2,34,4.1,1779,4.2,"Effingham County, Georgia","County, Total Covered",904,10994,512370766,99969428,1219152,896,46604,52,6.1,458,4.3,42059288,8.9,6915125,7.4,221461,22.2,38,4.4,1967,4.4,"Effingham County, Georgia","County, Total Covered",997,11593,568420061,111460058,1485570,943,49033,93,10.3,599,5.4,56049295,10.9,11490630,11.5,266418,21.9,47,5.2,2429,5.2
460,13105,"Elbert County, Georgia","County, Total Covered",499,5651,216287359,55005812,615965,736,38276,18,3.7,-88,-1.5,8807986,4.2,2403981,4.6,-76117,-11.0,41,5.9,2120,5.9,"Elbert County, Georgia","County, Total Covered",513,5603,228590721,53886169,742650,785,40800,14,2.8,-48,-0.8,12303362,5.7,-1119643,-2.0,126685,20.6,49,6.7,2524,6.6,"Elbert County, Georgia","County, Total Covered",533,5824,251531027,53670438,566576,831,43189,20,3.9,221,3.9,22940306,10.0,-215731,-0.4,-176074,-23.7,46,5.9,2389,5.9
461,13107,"Emanuel County, Georgia","County, Total Covered",425,6589,249462921,53030203,599924,728,37858,9,2.2,-6,-0.1,18291979,7.9,3535635,7.1,-48407,-7.5,54,8.0,2808,8.0,"Emanuel County, Georgia","County, Total Covered",432,6742,264933171,56125997,614980,756,39294,7,1.6,153,2.3,15470250,6.2,3095794,5.8,15056,2.5,28,3.8,1436,3.8,"Emanuel County, Georgia","County, Total Covered",456,6967,297617674,59652583,710733,822,42719,24,5.6,225,3.3,32684503,12.3,3526586,6.3,95753,15.6,66,8.7,3425,8.7
462,13109,"Evans County, Georgia","County, Total Covered",256,4514,151124735,43421814,221634,644,33478,13,5.3,54,1.2,3320638,2.2,-306886,-0.7,-51897,-19.0,7,1.1,336,1.0,"Evans County, Georgia","County, Total Covered",266,4638,156464514,42516926,298725,649,33735,10,3.9,124,2.7,5339779,3.5,-904888,-2.1,77091,34.8,5,0.8,257,0.8,"Evans County, Georgia","County, Total Covered",284,4643,171597637,42785637,564346,711,36956,18,6.8,5,0.1,15133123,9.7,268711,0.6,265621,88.9,62,9.6,3221,9.5
463,13111,"Fannin County, Georgia","County, Total Covered",669,6207,224053770,63778233,631517,694,36097,35,5.5,-470,-7.0,-5644459,-2.5,-4603448,-6.7,-156373,-19.8,32,4.8,1695,4.9,"Fannin County, Georgia","County, Total Covered",721,6707,264353141,71965887,777232,758,39417,52,7.8,500,8.1,40299371,18.0,8187654,12.8,145715,23.1,64,9.2,3320,9.2,"Fannin County, Georgia","County, Total Covered",783,6930,288938921,73471467,824539,802,41696,62,8.6,223,3.3,24585780,9.3,1505580,2.1,47307,6.1,44,5.8,2279,5.8
464,13113,"Fayette County, Georgia","County, Total Covered",3891,43209,2142552589,430329935,4857380,954,49586,252,6.9,-2755,-6.0,-3826842,-0.2,-5196281,-1.2,-712987,-12.8,56,6.2,2889,6.2,"Fayette County, Georgia","County, Total Covered",4237,44805,2286146540,481022421,5408298,981,51024,346,8.9,1596,3.7,143593951,6.7,50692486,11.8,550918,11.3,27,2.8,1438,2.9,"Fayette County, Georgia","County, Total Covered",4640,47393,2616248081,509682727,13337382,1062,55204,403,9.5,2588,5.8,330101541,14.4,28660306,6.0,7929084,146.6,81,8.3,4180,8.2
465,13115,"Floyd County, Georgia","County, Total Covered",2115,37857,1717202763,361029635,4306106,872,45360,91,4.5,-1853,-4.7,11604778,0.7,-4265331,-1.2,-424658,-9.0,46,5.6,2409,5.6,"Floyd County, Georgia","County, Total Covered",2196,38947,1875542219,386100164,5012370,926,48156,81,3.8,1090,2.9,158339456,9.2,25070529,6.9,706264,16.4,54,6.2,2796,6.2,"Floyd County, Georgia","County, Total Covered",2335,39724,2017465377,382881485,5028884,977,50787,139,6.3,777,2.0,141923158,7.6,-3218679,-0.8,16514,0.3,51,5.5,2631,5.5
466,13117,"Forsyth County, Georgia","County, Total Covered",6401,74418,3987094412,757100929,7574778,1030,53577,375,6.2,-3221,-4.1,33087223,0.8,-22844518,-2.9,-907597,-10.7,51,5.2,2649,5.2,"Forsyth County, Georgia","County, Total Covered",6752,77791,4450356894,820463573,8353712,1100,57209,351,5.5,3373,4.5,463262482,11.6,63362644,8.4,778934,10.3,70,6.8,3632,6.8,"Forsyth County, Georgia","County, Total Covered",7393,82189,4974541652,862998643,8358841,1164,60525,641,9.5,4398,5.7,524184758,11.8,42535070,5.2,5129,0.1,64,5.8,3316,5.8
467,13119,"Franklin County, Georgia","County, Total Covered",514,7586,291870749,76978536,939039,740,38474,33,6.9,-395,-4.9,-6648054,-2.2,-4386187,-5.4,-42654,-4.3,21,2.9,1068,2.9,"Franklin County, Georgia","County, Total Covered",528,7740,326287235,85612898,967055,811,42158,14,2.7,154,2.0,34416486,11.8,8634362,11.2,28016,3.0,71,9.6,3684,9.6,"Franklin County, Georgia","County, Total Covered",565,7961,356424537,83360558,951946,861,44769,37,7.0,221,2.9,30137302,9.2,-2252340,-2.6,-15109,-1.6,50,6.2,2611,6.2
468,13121,"Fulton County, Georgia","County, Total Covered",47651,844497,72071618842,9254663514,119758375,1641,85343,3251,7.3,-58508,-6.5,1017950271,1.4,-374286026,-3.9,-10717236,-8.2,128,8.5,6657,8.5,"Fulton County, Georgia","County, Total Covered",51789,878223,79401699797,10106284516,134140311,1739,90412,4138,8.7,33726,4.0,7330080955,10.2,851621002,9.2,14381936,12.0,98,6.0,5069,5.9,"Fulton County, Georgia","County, Total Covered",57749,933190,88266848829,10683306862,143303406,1819,94586,5960,11.5,54967,6.3,8865149032,11.2,577022346,5.7,9163095,6.8,80,4.6,4174,4.6
469,13123,"Gilmer County, Georgia","County, Total Covered",646,6941,242889683,65085208,610467,673,34996,42,7.0,21,0.3,16577767,7.3,3923334,6.4,-22978,-3.6,44,7.0,2293,7.0,"Gilmer County, Georgia","County, Total Covered",703,7048,265424446,68908749,755312,724,37660,57,8.8,107,1.5,22534763,9.3,3823541,5.9,144845,23.7,51,7.6,2664,7.6,"Gilmer County, Georgia","County, Total Covered",772,7314,295333397,69285666,797253,777,40380,69,9.8,266,3.8,29908951,11.3,376917,0.5,41941,5.6,53,7.3,2720,7.2
470,13125,"Glascock County, Georgia","County, Total Covered",39,396,12162723,2366420,18401,590,30682,-1,-2.5,-14,-3.4,628231,5.4,89979,4.0,4266,30.2,49,9.1,2561,9.1,"Glascock County, Georgia","County, Total Covered",39,388,12119350,2264893,16866,601,31276,0,0.0,-8,-2.0,-43373,-0.4,-101527,-4.3,-1535,-8.3,11,1.9,594,1.9,"Glascock County, Georgia","County, Total Covered",42,396,13124312,2204723,19849,637,33121,3,7.7,8,2.1,1004962,8.3,-60170,-2.7,2983,17.7,36,6.0,1845,5.9
471,13127,"Glynn County, Georgia","County, Total Covered",2775,35879,1656855057,307971750,3097899,888,46178,113,4.2,-2885,-7.4,-68746813,-4.0,-17605701,-5.4,-780318,-20.1,32,3.7,1663,3.7,"Glynn County, Georgia","County, Total Covered",2859,37575,1808899421,337655440,3600172,926,48141,84,3.0,1696,4.7,152044364,9.2,29683690,9.6,502273,16.2,38,4.3,1963,4.3,"Glynn County, Georgia","County, Total Covered",3087,39474,2006016595,356760473,3576728,977,50819,228,8.0,1899,5.1,197117174,10.9,19105033,5.7,-23444,-0.7,51,5.5,2678,5.6
472,13129,"Gordon County, Georgia","County, Total Covered",1067,22720,1055430138,232645243,3596657,893,46453,25,2.4,-834,-3.5,23886245,2.3,490504,0.2,-555771,-13.4,51,6.1,2658,6.1,"Gordon County, Georgia","County, Total Covered",1131,23559,1159271830,250884459,3980413,946,49207,64,6.0,839,3.7,103841692,9.8,18239216,7.8,383756,10.7,53,5.9,2754,5.9,"Gordon County, Georgia","County, Total Covered",1210,24329,1284151376,256741408,3683479,1015,52784,79,7.0,770,3.3,124879546,10.8,5856949,2.3,-296934,-7.5,69,7.3,3577,7.3
473,13131,"Grady County, Georgia","County, Total Covered",490,5916,235442969,52943721,471285,765,39798,21,4.5,-51,-0.9,10919951,4.9,1909997,3.7,-102163,-17.8,41,5.7,2170,5.8,"Grady County, Georgia","County, Total Covered",516,6156,255650105,57434652,476925,799,41531,26,5.3,240,4.1,20207136,8.6,4490931,8.5,5640,1.2,34,4.4,1733,4.4,"Grady County, Georgia","County, Total Covered",551,6277,277315323,56799115,460782,850,44177,35,6.8,121,2.0,21665218,8.5,-635537,-1.1,-16143,-3.4,51,6.4,2646,6.4
474,13133,"Greene County, Georgia","County, Total Covered",499,6227,251298704,57600069,484512,776,40356,11,2.3,-228,-3.5,-1581363,-0.6,-3402434,-5.6,-99196,-17.0,23,3.1,1182,3.0,"Greene County, Georgia","County, Total Covered",507,6338,302837195,63454007,573775,919,47780,8,1.6,111,1.8,51538491,20.5,5853938,10.2,89263,18.4,143,18.4,7424,18.4,"Greene County, Georgia","County, Total Covered",554,6644,341356346,66155015,504922,988,51376,47,9.3,306,4.8,38519151,12.7,2701008,4.3,-68853,-12.0,69,7.5,3596,7.5
475,13135,"Gwinnett County, Georgia","County, Total Covered",27449,344862,19870899108,3670130243,42506459,1108,57620,1709,6.6,-17085,-4.7,124708773,0.6,-61135957,-1.6,-4385354,-9.4,59,5.6,3065,5.6,"Gwinnett County, Georgia","County, Total Covered",29910,358314,21492122234,3998391327,47264080,1153,59981,2461,9.0,13452,3.9,1621223126,8.2,328261084,8.9,4757621,11.2,45,4.1,2361,4.1,"Gwinnett County, Georgia","County, Total Covered",32849,373486,23552807390,4091441666,46875121,1213,63062,2939,9.8,15172,4.2,2060685156,9.6,93050339,2.3,-388959,-0.8,60,5.2,3081,5.1
476,13137,"Habersham County, Georgia","County, Total Covered",944,13363,545645866,115475332,1255340,785,40832,46,5.1,-1013,-7.0,-3123011,-0.6,-2886603,-2.4,-166158,-11.7,51,6.9,2660,7.0,"Habersham County, Georgia","County, Total Covered",975,13209,554900115,113424212,1196204,808,42009,31,3.3,-154,-1.2,9254249,1.7,-2051120,-1.8,-59136,-4.7,23,2.9,1177,2.9,"Habersham County, Georgia","County, Total Covered",1047,13764,618714731,119448209,1203490,864,44952,72,7.4,555,4.2,63814616,11.5,6023997,5.3,7286,0.6,56,6.9,2943,7.0
477,13139,"Hall County, Georgia","County, Total Covered",4853,87882,4595514817,857865528,9064196,1006,52292,223,4.8,-1682,-1.9,199646050,4.5,1524473,0.2,-720802,-7.4,62,6.6,3211,6.5,"Hall County, Georgia","County, Total Covered",5173,90960,5068161503,934353376,9064602,1072,55718,320,6.6,3078,3.5,472646686,10.3,76487848,8.9,406,0.0,66,6.6,3426,6.6,"Hall County, Georgia","County, Total Covered",5572,95596,5677572957,987649500,9462742,1142,59391,399,7.7,4636,5.1,609411454,12.0,53296124,5.7,398140,4.4,70,6.5,3673,6.6
478,13141,"Hancock County, Georgia","County, Total Covered",78,1431,53530424,8399753,55668,719,37406,4,5.4,-34,-2.3,-905731,-1.7,-111106,-1.3,-16593,-23.0,5,0.7,259,0.7,"Hancock County, Georgia","County, Total Covered",85,1401,55938111,8514426,54298,768,39942,7,9.0,-30,-2.1,2407687,4.5,114673,1.4,-1370,-2.5,49,6.8,2536,6.8,"Hancock County, Georgia","County, Total Covered",96,1419,59769799,9190345,186371,810,42114,11,12.9,18,1.3,3831688,6.8,675919,7.9,132073,243.2,42,5.5,2172,5.4
479,13143,"Haralson County, Georgia","County, Total Covered",523,6661,293447445,60274249,605857,847,44058,29,5.9,-335,-4.8,156407,0.1,-1955663,-3.1,-79273,-11.6,41,5.1,2135,5.1,"Haralson County, Georgia","County, Total Covered",548,6863,311631957,63126067,588258,873,45406,25,4.8,202,3.0,18184512,6.2,2851818,4.7,-17599,-2.9,26,3.1,1348,3.1,"Haralson County, Georgia","County, Total Covered",591,7332,349716129,68369922,633935,917,47698,43,7.8,469,6.8,38084172,12.2,5243855,8.3,45677,7.8,44,5.0,2292,5.0
480,13145,"Harris County, Georgia","County, Total Covered",496,5129,191931580,48533097,578082,720,37420,42,9.3,-362,-6.6,12745062,7.1,-2308270,-4.5,-49556,-7.9,92,14.6,4785,14.7,"Harris County, Georgia","County, Total Covered",521,4990,201328733,48217373,619972,776,40347,25,5.0,-139,-2.7,9397153,4.9,-315724,-0.7,41890,7.2,56,7.8,2927,7.8,"Harris County, Georgia","County, Total Covered",563,5168,222624150,50346010,514601,828,43081,42,8.1,178,3.6,21295417,10.6,2128637,4.4,-105371,-17.0,52,6.7,2734,6.8
481,13147,"Hart County, Georgia","County, Total Covered",447,6457,256402821,60647036,679501,764,39709,23,5.4,-194,-2.9,8893730,3.6,-673232,-1.1,-267483,-28.2,48,6.7,2498,6.7,"Hart County, Georgia","County, Total Covered",484,6631,274617677,65753546,747577,796,41413,37,8.3,174,2.7,18214856,7.1,5106510,8.4,68076,10.0,32,4.2,1704,4.3,"Hart County, Georgia","County, Total Covered",535,7209,317194393,71131247,854519,846,44000,51,10.5,578,8.7,42576716,15.5,5377701,8.2,106942,14.3,50,6.3,2587,6.2
482,13149,"Heard County, Georgia","County, Total Covered",159,1971,101779027,15877956,202624,993,51636,15,10.4,-32,-1.6,2535192,2.6,-70890,-0.4,-3179,-1.5,40,4.2,2086,4.2,"Heard County, Georgia","County, Total Covered",165,2125,117625917,18848109,312907,1064,55347,6,3.8,154,7.8,15846890,15.6,2970153,18.7,110283,54.4,71,7.2,3711,7.2,"Heard County, Georgia","County, Total Covered",174,2185,123340752,19565315,223237,1085,56445,9,5.5,60,2.8,5714835,4.9,717206,3.8,-89670,-28.7,21,2.0,1098,2.0
